NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
SRAM CORP,2039 W CARROLL AVE,0,0,0
SRM ENGINEERING,11439 S PERRY,0,0,0
SRT ENTERPRISES INC DBA MARATHON,659 W 31ST ST,0,0,0
ST ANDREW RECTORY,3546 N PAULINA ST,0,0,0
ST AUGUSTINE,5009 SOUTH LAFLIN STREET,0,0,0
ST AUGUSTINE COLLEGE,3247 W ARMITAGE,0,0,0
ST BERNARD HOSPITAL,326 W 64TH ST,0,0,0
ST CASIMIR CEMETERY,4401 W 111TH ST,0,0,0
ST GEORGE,911 W 32ND PLACE,0,0,0
ST GREGORY THE GREAT,1621 W BRYN MAWR,0,0,0
ST JUDE OIL GROUP INC,5959 W MONTROSE AVE,0,0,0
ST LEO HEAD START,7746 S EMERALD ST,0,0,0
ST MARY OF THE ANGELS SCHOOL,1810 N HERMITAGE AVE,0,0,0
ST MARY'S GAS MART INC,4351 W CERMAK,0,0,0
ST MICHAEL HIGH SCHOOL,8235 S LAKE SHORE DR,0,0,0
ST PATRICK HS,5900 W BELMONT,0,0,0
ST PAUL & THE REDEEMER,4945 S DORCHESTER AVE,0,0,0
ST PETER'S CHURCH,110 W MADISON ST,0,0,0
ST SYLVESTER PARISH,2915 PALMER,0,0,0
ST THERESE SCHOOL,247 W 23RD PL,0,0,0
ST VINCENT DEPAUL CTR,2145 N HALSTED,0,0,0
ST XAVIER UNIVERSITY,3700 W. 103RD ST.,0,0,0
ST. MARYS CEMENT INC (US),12101 SOUTH DOTY AVENUE,1,2,1
STANDARD AUTO SALVAGE,3018 E 95TH ST,0,0,0
STANDARD FORWARDING,5260 W 47TH ST,0,0,0
STANELY OIL & TIRE COMPANY,4400 S WESTERN,0,0,0
STANLEY MANNE CHILDRENS RESEARCH INST,2430 N HALSTED,0,0,0
STAR AUTO REPAIR & BODY SHOP,5000 N CLARK,0,0,0
STAR CAR WASH,1901 N ELSTON AVE,0,0,0
STAR CLEANERS,3638 W CHICAGO AVE,0,0,0
STAR GLO CLEANERS,3854 N KEDZIE,0,0,0
STAR WRECKING AND SALVAGE CO,6677 N NORTHWEST HWY,0,0,0
STARBUCKS CHICAGO ROASTERY,646 N MICHIGAN AVE,0,0,0
STAT ANALYSIS CORP,2242 W HARRISON ST 2ND FL,9,1,0
STEPHEN A DOUGLAS SCHOOL-CHGO BD ED,3200 S. CALUMET,0,0,0
STERLING BAY CO,400 S JEFFERSON ST,0,0,0
STERLING SPRING CORP PLT 2,5620 W 65TH ST,0,0,0
STOCKPILE 98N,10510 W. ZEMKE ROAD,0,0,0
STOCKTON,4420 N BEACON ST,0,0,0
STOCKYARD MATERIALS,4031 S ASHLAND AVE,0,0,0
STOCKYARDS TRUCK STOP,4512 S HALSTED,0,0,0
STONE ELEM SCHOLASTIC ACADEMY,6239 N LEAVITT ST,0,0,0
STONE TERRACE,2415 S VINCENNES,0,0,0
STOWE SCHOOL HARRIET BEECHER,3444 W WABANSIA AVE,0,0,0
STREET & CO R R  INC,500 W 26TH ST,0,0,0
STROMBERG ALLEN & CO,3333 W 47TH ST,0,0,0
STUART DEAN CO INC,870 W DIVISION ST  STE F,0,0,0
STUTZ CO,4450 W CARROLL AVE,0,0,0
SULIK AUTO,4639 W BELLE PLAIN,0,0,0
SULLIVAN HIGH SCHOOL-CHGO. BD. ED.,6631 N. BOSWORTH,0,0,0
SULLIVAN WM PRIMARY SCHOOL,8739 S EXCHANGE AVE,0,0,0
SUMIT CONSTRUCTION CO,4150 W WRIGHTWOOD AVE,0,0,0
SUMNER SCHOOL-CHGO. BD. OF ED.,4320 W FIFTH AVE,0,0,0
SUN AUTO WERKS INC,4626 W CORNELIA,0,0,0
SUN CHEMICAL,4910 S. MONITOR AVE.,0,0,0
SUNRISE HI TEK,4520 W IRVING PARK RD,0,0,0
SUNRISE PRINTING INC,5354 N NORTHWEST HWY,0,0,0
SUNSEEKER'S  R.V. PARK-SUNSEEKERS ADULT RV PARK WTP,TWO NORTH RIVERSIDE PLAZA,4,0,0
SUNSET BOULEVARD PRODUCTIONS,2300 S KENNETH,0,0,0
"SUNSET HEALTHCARE SOLUTIONS, INC.",180 N MICHIGAN AVE,NA,0,0
SUNSTAR AMERICAS INC,4635 W FOSTER AVE,0,0,0
SUPER FUEL,1201 N CENTRAL,0,0,0
SUPER SAVE,6659 S HALSTED ST,0,0,0
SUPER SAVE AKA GARFIELD MOBIL MART,48 E GARFIELD,0,0,0
SUPERIOR FOREIGN EXCHANGE CO,3815 S ASHLAND (REAR),12,0,0
SUPERIOR GRAPHITE CO,4201 W 36TH ST,0,0,0
SUPERIOR MANUFACTURING GROUP INC,5655 WEST 73RD STREET,0,0,0
SUPERIOR MATCH CO,7614 S GREENWOOD AVE,0,0,0
SUPREME AUTO LTD,3067 N HARLEM AVE,0,0,0
SURFACE DISCHARGING SYSTEM 5,1128 WEST ARDMORE #4,0,0,0
SURGEONS AUTOBODY THE,2330 W BELMONT,0,0,0
SWABY MFG CO,5414 W ROOSEVELT RD,0,0,0
SWAN CLEANERS INC,8216 STONY ISLAND AVE,0,0,0
SWEDISH COVENANT HOSPITAL,5145 N. CALIFORNIA AVE.,0,0,0
SWEETHEART SOLO CUP CO,7575 S KOSTNER,0,2,0
SWIFT TRANSPORTATION,2801 S LEAVITT ST,0,0,0
"SWISHER HYGIENE, INC.",4100 W 76TH ST,0,0,0
SWISSOTEL,323 E WACKER DR,0,0,0
SWISSPORT FUELING INC,5000 W 63RD ST,0,0,0
SWITCHCRAFT INC,5555 N. ELSTON AVE.,0,1,0
SYLVESTER CONSTRUCTION,1530 N STATE PKWY,0,0,0
SYNERGY FLAVORS INNOVA LLC,4300 S MORGAN,0,0,0
SZYMANSKI LIQUOR & DELI,6014-6016 W IRVING PARK RD,0,0,0
T&H AUTO SERVICE INC,5743 N BROADWAY,0,0,0
T&L BODY SHOP,2478 N LEAVITT,0,0,0
T&L BODYSHOP,2478 N LEAVITT ST,0,0,0
T&S SVCS,10336 INDIANAPOLIS BLVD,0,0,0
T-G AD SVC INC,4535 W FULLERTON AVE,0,0,0
T-MOBILE USA,8550 W BRYN MAWR AVE,0,0,0
"T.H.E. MANAGEMENT, INC.",3448 N. PULASKI ROAD,NA,1,0
TADS TRUCK & TRAILER AUTO SALES & SERVICE INC,4311 S KNOX AVE,0,0,0
TAGA CORP,7858 S WESTERN AVE,0,0,0
TAILO-RITE CLOTHING REPAIR,6507 S MARTIN LUTHER KING DR,0,0,0
TAILORITE COMPLETE CLOTHING CARE,8459 S COTTAGE GROVE,12,1,0
TALCOTT SCHOOL MACEL,1840 W OHIO ST,0,0,0
TALIS BIOMEDICAL CORP,1375 W FULTON MARKET STE 700,0,1,0
TALMAN AUTO REBUILDERS INC,7659 S WESTERN AVE,0,0,0
TALMAN ELEMENTARY SCHOOL,5450 S TALMAN AVE,0,0,0
TALMAN SOCCER LLC,3636 N TALMAN AVE,0,0,0
TARAS AUTO REBUILDERS,9601 S EWING AVE,0,0,0
TARGET 0841,7100 S CICERO AVE,0,0,0
TARGET STORE T0942,2656 N ELSTON,0,0,0
TARGET STORE T1437,2939 W ADDISON ST,0,0,0
TARGET STORE T1879,4433 S PULASKI-B,0,0,0
TARGET STORE T1889,1154 S CLARK ST,0,0,0
TARGET STORE T1924,6525 W DIVERSEY,0,0,0
TARGET STORE T2078,1940 W 33RD ST,0,0,0
TARGET STORE T2079,2112 W PETERSON AVE,0,0,0
TARGET STORE T2373,4466 N BROADWAY ST,0,0,0
TARGET STORE T2613,1200 N LARRABEE ST,0,0,0
TARGET STORE T2781,1101 W JACKSON BLVD,0,0,0
TARGET STORE T2799,1 S STATE ST,0,0,0
TARGET STORE T3207,401 E ILLINOIS ST-B,0,0,0
TARGET STORE T3208,3204 N CLARK ST,0,0,0
TARGET STORE T3214,3300 N ASHLAND,0,0,0
TARGET STORE T3219,1346 E 53RD ST,0,0,0
TARGET STORE T3221,2650 N CLARK ST,0,0,0
TARGET STORE T3272,6422 N SHERIDAN RD UNIT A,0,0,0
TARGET STORE T3307,1664 W DIVISION ST,0,0,0
TARGET STORE T3314,4631 W FOSTER AVE,0,0,0
TARGET STORE T3317,2434 N SACRAMENTO,0,0,0
TARGET STORE T3349,555 W WEBSTER AVE,0,0,0
TARGET STORE T3402,630 N LASALLE DR,0,0,0
TARGET STORE T3447,4728 W IRVING PARK RD,0,0,0
TAXI EXCHANGE,2934 N CALIFORNIA,0,0,0
TAYLOR EXCAVATING & CONSTRUCTION INC,4155 S PACKERS AVE,0,0,0
TAYLOR EXCAVATING & CONSTRUCTION INC,4035 N CICERO,0,0,0
"TBS PROPERTIES, LLC",3754 N. SOUTHPORT AVE.,NA,1,1
TCF BANK,3333 W 26TH ST,0,0,0
TEACHER PREPARATION HIGH SCHOOL,4071 S LAKE PARK   B,0,0,0
TEAMS AUTO BODY & REPAIR INC,3017 W LAWRENCE AVE,0,0,0
TEAMSTERS LOCAL 734 BLOCK 22,6643 NORTHWEST HWY,0,0,0
TECHEVON LLC,4142 W LAKE ST,0,0,0
TED LENART REGIONAL GIFTED CTR,8445 S KOLIN,0,0,0
TELEGRAPH BLDG,427 S LASALLE ST,0,0,0
TEMPEL STEEL,5500 N WOLCOTT AVE,0,0,0
TEMPEL STEEL COMPANY,1939 W BRYN MAWR AVE,0,0,0
TEMPEL STEEL COMPANY LLC,5454 N WOLCOTT,0,0,0
TEMPUS,600 W CHICAGO AVE,0,0,0
TEMSTAR,4780 S CENTRAL B,0,0,0
TEMTCO STEEL INC,4940 W. BLOOMINGDALE AVENUE,0,0,0
TENNANT COATINGS INC,1120 W EXCHANGE AVE,0,0,0
TEO TECH AUTOBODY INC,3542 N MILWAUKEE AVE,0,0,0
TERIS LLC,1900 N AUSTIN AVE-C,0,0,0
TERMINAL 3 IMPROVEMENTS H1220.23-00,O'HARE BUILDING 300,0,0,0
TERMINAL 5 LANDSIDE PARKING GARAGE,ADJACENT TO O'HARE BUILDING 325,0,0,0
TERMINAL AUTO REPAIR,4814 W 47TH ST,0,0,0
TERMINAL AUTO REPAIR INC,4814 W 47TH ST,0,0,0
TERRELL ELEMENTARY SCHOOL MARY,5401 S STATE ST,0,0,0
TERRELL MATERIALS CORP,TAFT AVE & IRVING PARK RD,0,0,0
TERRELL MATERIALS CORP,PATTON DR O'HARE INTERNATIONAL,0,0,0
TERRELL MATERIALS CORP,SPINE RD,0,0,0
TERRELL MATERIALS CORP,POST 5 HANGER RD,0,0,0
TESLA CHICAGO,3059-3067 N ELSTON AVE,0,1,0
TESLA INC,717 S DESPLAINES ST,0,0,0
TESLA SERVICE CENTER,1053 W GRAND AVE,0,0,0
THACHET CORP DBA BP,1955 W CERMAK,0,0,0
THE 78 - CHICAGO FIRE STADIUM,1250 S WELLS ST,0,0,0
THE ART INSTITUTE,29 SOUTH WABASH AVENUE,0,0,0
THE ART INSTITUTE OF CHICAGO,111 S. MICHIGAN AVE.,0,0,0
THE BODY SHOP WESTERN AVE INC,5820 N WESTERN AVE,0,0,0
THE BUG STOP,2029 S HALSTED ST,NA,0,1
THE COLOR WORKS,3247 N PULASKI,0,0,0
"THE FINISHING TOUCH, INC",5580 NORTHWEST HIGHWAY,0,0,0
THE HOME DEPOT,1919 N CICERO AVE,0,0,0
THE LOFTS AT CITY FRONT PLAZA,240 E ILLINOIS ST,0,0,0
THE MONROE BUILDING,104 S MICHIGAN AVE,0,0,0
THE ORIGINAL INSTANT PRINTING,200 S CLARK ST,0,0,0
THE PEOPLES GAS LIGHT AND COKE COMPANY,130 E RANDOLPH DR,0,0,0
THE PEP BOYS #885,2555 W TOUHY AVE,0,0,0
THE PEP BOYS #887,4448 N PULASKI RD,0,0,0
THE WETLANDS INITIATIVE,53 W JACKSON BLVD SUITE 105,0,0,0
THEATER ON THE LAKE,2401 N LAKE SHORE DR,0,0,0
THEATER PARK,FULLERTON & LAKE SHORE DR,0,0,0
THEODORE HERZL SCHOOL,3711 DOUGLAS BL,0,0,0
THERMAL CHICAGO CORPORATION - PLANT 3,300 EAST RANDOLPH STREET,0,0,0
THERMO GRAPHICS INC,1500 S WESTERN AVE B,0,0,0
THOMAS HOYNE SCHOOL,8905 S CRANDON AVE,0,0,0
THOMAS J HIGGINS COMMUNITY ACADEMY ELEM SCHOOL,11710 S MORGAN,0,0,0
THOMAS JEFFERSON SCHOOL,1522 W FILLMORE ST,0,0,0
THOMAS MINI MART & GAS,6308 N CENTRAL,0,0,0
THONGS AUTO SERVICE & BODY INC,4416-4420 N KEDZIE AVE,0,0,0
THOR 133 STATE ST LLC,133 S STATE ST,0,0,0
THOREK HOSPITAL MEDICAL CTR,850 W IRVING PARK RD,0,0,0
THORN AUTO REPAIRS,7711 S WESTERN,0,0,0
THORP SCHOLASTIC ACADEMY,6024 W WARWICK AVE,0,0,0
THREE BROS LAUNDRY & DRY CLEANERS,2643 W 19TH ST,0,0,0
THREE Q'S AUTO INC.,1465 E 130TH ST,0,0,0
"TIENERGY, LLC",4577 W ROOSEVELT ROAD,0,0,0
"TIGER CONCRETE, INC.",901 N. SANGAMON STREET,12,0,0
TIGERS BODYSHOP,3604 N LINCOLN AVE,0,0,0
TILTON SCHOOL-CHGO BD ED,223 N KEELER AVE,0,0,0
TIME LIFE BUILDING,541 NORTH FAIRBANKS 10TH FLOOR,0,0,0
TINO & SON INC,3056 WEST 26TH,0,0,0
TIP TOP CAR WASH,2800 S KEDZIE,0,0,0
TISHMAN SPEYER PROPERTIES,222 N LASALLE,0,0,0
TJS AUTOBODY,3437 W BELMONT AVE,0,0,0
TNEMEC COMPANY INC,7201 W 64TH PLACE,0,0,0
TOM & JERRYS AUTO INC,5644 NORTHWEST HWY,0,0,0
TOM & JERRYS AUTOBODY,5644 NORTHWEST HWY,0,0,0
TOM JOE MOBIL GAS & C STORE,5955 W HIGGINS RD,0,0,0
TOMKO MACHINE WORKS INC,5740 W 65TH ST,0,0,0
TONTI SCHOOL,4950 S LAPORTE AVE,0,0,0
TONY PIET LINCOLN-MERCURY,2442 W COLUMBUS,0,0,0
TONYS AUTO COLLISION CENTER INC,2701 S HALSTED ST,0,0,0
TONYS AUTOBODY,157 E KENNSINGTON,0,0,0
TONYS CITGO,1004 S DES PLAINES,0,0,0
TOOTSIE ROLL INDUSTRIES LLC,7401 S CICERO AVE,0,1,0
TOP WEB D/B/A NEWSWEB,5450 NORTHWEST HWY,0,0,0
TORTILLA ATOTONILCO,1901 W 43RD ST,0,0,0
TOUGH CUT CONCRETE SERVICES INC,10000 W O'HARE AVE,0,0,0
TOUHY WESTERN MARATHON SVC STATION,7130 N WESTERN & TOUHY,0,0,0
TOWER AUTO REBUILDERS,5534 N ELSTON,0,0,0
TOWER AUTOMOTIVE OPERATIONS USA I LLC,12350 S AVE O,0,0,0
TOWER OLDSMOBILE,1241 N WELLS,0,0,0
TRADER JOE'S,667 W. DIVERSEY PKWY,0,0,0
TRADER JOE'S,1840 NORTH CLYBOURN AVE #200,0,0,0
TRADER JOE'S,44 EAST ONTARIO ST.,0,0,0
TRADER JOE'S,1147 S. WABASH AVE.,0,0,0
TRADER JOE'S,3745 N. LINCOLN AVE,0,0,0
TRANS O MEX,825 S WESTERN,0,0,0
TRANSILWRAP COMPANY,2615 N. PAULINA,0,0,0
TRANSPARENT CONTAINER CO INC,345 N WESTERN AVE,0,0,0
TRANSPORTATION MAINTENANCE INC,8000 S DR MARTIN LUTHER KING JR,0,0,0
TRANSPORTATION MAINTENANCE INC,8001 MARTIN LUTHER KING DR,0,0,0
TRANSWESTERN,77 W WACKER DR,0,0,0
TRANSWESTERN,100 N LASALLE ST STE 200,0,0,0
TREATMENT PRODUCTS LTD,4701 W AUGUSTA BLVD,0,0,0
TRENDLER INC,4540 W 51ST ST,0,0,0
TRI-STATE METAL CO,1745 W FULTON ST,0,0,0
TRIANGLE AUTO SALES,5227 IRVING PARK RD,0,0,0
TRIANGLE PACKAGE MACHINERY,6655 W DIVERSEY,0,0,0
TRIANGLE PLAZA (SPILL),8770 W BRYN MAWR AVE,0,0,0
TRIBUNE PROPERTIES INC,435 N MICHIGAN AVE,0,0,0
TRIBUNE TOWER,435 N. MICHIGAN AVENUE,0,0,0
TRIM AND TIDY DRY CLEANERS,5939 W HIGGINS,0,0,0
TROCH DISPOSAL CO,1960 N LONG AVENUE,0,0,0
TRUCK KING HAULING CONTRACTORS INC,4600 W 48TH ST,0,0,0
TRUE NORTH 1902,3159 W ADDISON ST,0,0,0
TRUE NORTH 1906,4800 N ASHLAND,0,0,0
TRUE NORTH 1935,3201 W 26TH ST,0,0,0
TRUE NORTH 2025,4000 W IRVING PK &PULASKI,0,0,0
TRUE NORTH 3061 AKA SHELL,7859 S STATE ST,0,0,0
TRUE NORTH AKA SHELL,4001 N LARAMIE AVE,0,0,0
TRUE NORTH SHELL 1907,6346 N CLARK ST & DEVON,0,0,0
TRUE NORTH SHELL 1924,5201 N WESTERN & FOSTER,0,0,0
TRUE NORTH SHELL 1934,1400 W DIVISION & NOBLE,0,0,0
TRUE NORTH SHELL 1936,1600 N WESTERN & NORTH,0,0,0
TRUE NORTH SHELL 1938,6400 W BELMONT,0,0,0
TRUE NORTH SHELL 1941,6001 W FULLERTON,0,0,0
TRUE NORTH SHELL 1971,215 W 31ST,0,0,0
TRUE NORTH SHELL 1974,11100 S CORLISS,0,0,0
TRUMAN TECH CTR,1200 W SUNNYSIDE,0,0,0
TRUMBULL PARK APARTMENTS,10629-10639 S YATES,0,0,0
TRUMBULL PARK APARTMENTS,10522-10526 S YATES,0,0,0
TRUMBULL SCHOOL,5200 N ASHLAND AVE,0,0,0
TRUMP INTL HOTEL & TOWER,UNKNOWN,1,0,1
TRUTH CHILD PARENT CENTER,1409 N OGDEN AVE,0,0,0
TSA @ MIDWAY AIRPORT,5700 S CICERO AVE,0,0,0
TSA O'HARE TERMINAL CHICAGO,10000 BESSIE COLEMAN DRIVE,0,0,0
TTX NSBY 47TH ST,506 W 51ST ST,0,0,0
TTX NSEW 63RD ST,169 E 63RD ST,0,0,0
TUBE CITY IMS,1355 E 93RD ST,0,0,0
TUCKER PUPS,219 N CARPENTER,0,0,0
TULEY PARK,501 E 90TH PLACE,0,0,0
TULSA POWER SERVICE INC,3968 S ASHLAND AVE,0,0,0
TUMARA FOOD MART INC,2941 E 83RD ST,0,0,0
TURNER-DREW LANGUAGE ACADEMY,9300 S PRINCETON AVE,0,0,0
TUXEDO JUNCTION 2,4300 S UNION,0,0,0
TYLKA PRINTING,4917 W 63RD ST,0,0,0
U OF I CHICAGO MEDICAL CENTER-TREATMENT PLANT,"1740 W. TAYLOR STREET, SUITE C514B",11,0,0
U S ARMY RESERVE CTR,3131 W BRYN MAWR AVE,0,0,0
U S STEEL CORP SUPPLY DIV PAINT MILL,1649 N THROOP ST,0,0,0
U-PULL-IT NORTH LLC,4555 W NORTH AVE,0,0,0
UBS AG,ONE N WACKER DR,0,0,0
UCHICAGO MED CTR ADV CARE S LOOP,1101 S CANAL ST,0,0,0
UCHICAGO MEDICINE COTTAGE GROVE,5500 S COTTAGE GROVE AVE,0,0,0
UCHICAGO MEDICINE DEARBORN STATION,47 W POLK ST STE G,0,0,0
UCHICAGO MEDICINE RIVER EAST,355 E GRAND AVE,0,0,0
UIC TRANSPORTATION GARAGE,1351 S MORGAN,0,0,0
ULYSSES S GRANT SCHOOL,145 S CAMPBELL,0,0,0
UNIBODY,1891 N MILWAUKEE,0,0,0
UNIBODY AUTO COLLISION,1891 N MILWAUKEE,0,0,0
UNICHEM CORP,1201 W 37TH ST-B,NA,0,0
UNICORN OIL,10115 S TORRENCE AVE,0,0,0
UNILEVER ILLINOIS MANUFACTURING LLC,2816 SOUTH KILBOURN AVENUE,0,0,0
UNION 76 CAR WASH,2111 W FULLERTON,0,0,0
UNION AMOCO,659 W 31ST ST,NA,2,1
UNION PACIFIC RAILROAD,400 N. PULASKI AVE.,0,0,0
UNION PACIFIC RAILROAD - CHICAGO AVE,2941 W CHICAGO AVE,0,0,0
UNION PACIFIC RAILROAD CO,423 N. SACRAMENTO,0,0,0
UNION PARK,1501 W RANDOLPH ST,0,0,0
UNION PARTNERS UPX CORP DBA LAMINATION SPECIALITIES CORP LLC,235 N ARTESIAN AVE,0,0,0
UNION STATION,500 W JACKSON,0,0,0
UNION WADDING CO,3711 S. ASHLAND AVENUE,0,0,0
UNITED AIRLINES,11601 W. TOUHY AVE.,0,2,0
UNITED AIRLINES INC,233 S WACKER DRIVE SUITE 440,0,0,0
UNITED AUTO SERVICE,2423 W 59TH ST,0,0,0
UNITED CENTER,1901 W MADISON STREET,0,0,0
UNITED FOODS,3823 S HALSTED ST,1,0,0
UNITED METAL FINISHERS,4600 WEST PALMER STREET,9,0,0
UNITED PARCEL SERVICE,1400 S JEFFERSON ST,0,0,2
UNITED PARCEL SERVICE,601 W 14TH,0,0,0
UNITED PARCEL SERVICE,3700 S MORGAN ST,0,0,0
UNITED PARCEL SVC OHARE,S ACCESS RD SW CARGO AREA,0,0,0
UNITED STATES POST OFFICE,3750 N KEDZIE AVE,0,0,0
UNITED STATES STEEL,8555 S GREEN BAY AVENUE,0,0,0
UNITED SUGARS PRODUCERS & REFINERS COOPERATIVE-CHICAGO,8918 S GREENWOOD,0,0,0
UNITY MANUFACTURING CO,1260 N CLYBOURN AVE,0,0,0
UNIV OF CHICAGO MCGIFFORT HALL,5751 S WOODLAWN AVE,0,0,0
UNIV OF IL @ CHGO,729 W MAXWELL,0,0,0
UNIV OF IL CHICAGO ENV SAFETY,1110 S PAULINA ST,0,1,0
UNIVERSAL CEMENT LLC,S TORRENCE AVE & E 117TH ST,0,0,0
UNIVERSAL ELECTRIC FOUNDRY INC,1523 W HUBBARD ST,0,0,0
UNIVERSAL SCRAP METAL,2434 W FULTON ST,0,0,0
UNIVERSITY HOSPITAL,1116 N KEDZIE,0,0,0
UNIVERSITY OF CHICAGO,1452-1466 E 53RD ST,0,0,0
UNIVERSITY OF CHICAGO,1025 EAST 57TH STREET,0,0,0
UNIVERSITY OF CHICAGO,5640 SOUTH ELLIS AVENUE,NA,1,0
UNIVERSITY OF CHICAGO,6101 S BLACKSTONE,0,2,0
UNIVERSITY OF CHICAGO,1131 E 57TH ST,0,0,0
UNIVERSITY OF CHICAGO,1106 E 53RD ST,0,0,0
UNIVERSITY OF CHICAGO,5801 SOUTH ELLIS AVENUE,0,0,0
UNIVERSITY OF CHICAGO,5836 S GREENWOOD AVE,0,0,0
UNIVERSITY OF CHICAGO,6041 BLACKSTONE AVE,0,0,0
UNIVERSITY OF CHICAGO,1101 E 57TH ST,0,0,0
UNIVERSITY OF CHICAGO FACILITY SVCS SHOPS,5225 S COTTAGE GROVE AVE,0,0,0
UNIVERSITY OF CHICAGO HYDE PARK LABS,5201 S HARPER AVE STE 600,0,0,0
UNIVERSITY OF CHICAGO PRESS WAREHOUSE,11030 S LANGLEY AVE,0,0,0
UNIVERSITY OF CHICAGO SUNNY GYM,5823 S KENWOOD AVE,0,0,0
UNIVERSITY OF ILLINOIS - CHICAGO,1717 W TAYLOR,0,2,0
UNIVERSITY OF ILLINOIS AT CHICAGO,1853 W POLK ST,0,0,0
UNIVERSITY OF ILLINOIS HOSPITAL,1801 W TAYLOR ST,0,1,0
UNLIMITED AUTO SVC INC,6001 W ADDISON ST,0,0,0
UPTOWN AUTO SERVICE,5745 N BROADWAY,0,0,0
UPTOWN SVC STATION,4900 N BROADWAY,0,0,0
URBAN INNOVATIONS LTD,440 N WELLS ST,0,0,0
URBAN YOUTH HIGH SCHOOL,65 E WACKER PL,0,0,0
US ARMY NATIONAL GUARD AT MIDWAY AIRPORT,5400 WEST 63RD STREET,0,0,0
US ARMY RESERVE CENTER,6230 KEDZIE AVE,0,0,0
US EPA/NORTH LAWNDALE MERCURY,635 N LAWNDALE,0,0,0
US METALLIZING AND WELDING,4740 W ARMITAGE,0,0,0
US PETRO FOOD & GAS DBA CITGO,9155 S STONY ISLAND,0,0,0
US PLATING CO,2136 S. SAWYER AVE.,12,1,3
USA MUFFLER & BRAKE,11044 S WESTERN,0,0,0
USAIR INC OHARE INTL AIRPORT,OHARE INTL AIRPORT,0,0,0
USDA AMS MASTER SCALE,5800 W 69TH ST,0,0,0
USDA AMS SCIENCE DIV LAB,3570 N AVONDALE AVE,0,0,0
USEPA 136TH ST DRUM,340 E 136TH ST,0,0,0
USEPA CENTRAL REGIONAL LAB,"536 S. CLARK ST., 10TH FLOOR",0,0,0
USG CORP PRINTING DEPT,4455 W 45TH ST,0,0,0
USPS,19 W 16TH ST,0,0,0
USPS AMC OHARE,11600 W IRVING PK RD,0,0,0
USPS CHICAGO CARRIER ANNEX,358 W HARRISON ST,0,0,0
USPS CHICAGO CENTRAL VMF,740 S CANAL ST,0,0,0
USPS IRVING PARK ROAD P&DC,11560 W IRVING PARK RD ROOM 175,0,0,0
USPS POSTAL INSP SVC GUN RANGE,433 W HARRISON ST,0,0,0
USPS WESTERN AVENUE AUXILIARY GARAGE,2301 WEST 51ST PLACE,0,0,0
UV PROCESS SUPPLY INC,1229 W COURTLAND ST,0,0,0
VA/CHGO LAKESIDE DIV-MSB,400 E ONTARIO,0,0,0
VACANT LOT,4400 S KOLMAR,0,0,0
VACANT LOT,711 S WELLS,0,0,0
VACCARO TRUCK BODY REPAIR,10938 S TORRENCE AVE,0,0,0
VALLOOR INC,4257 W 26TH ST,0,0,0
VALUE SERVICES INC,6040 N BROADWAY,0,0,0
VANDERPOEL SCHOOL-CHGO BD ED,9510 S PROSPECT AVE,0,0,0
VANEK INC,4000 S PACKERS,0,0,0
VANESSA GORDON,10000 O'HARE AVE,0,0,0
VANGUARD SVCS LINCOLN LIFE,100 E WALTON STE 400,0,0,0
VANQUA BIO INC,1375 W FULTON ST STE 600,0,0,0
VANTAGE OLEOCHEMICALS,4650 S. RACINE AVE.,0,2,0
VAUGHN OCCUPATIONAL HIGH SCHOOL,4355 N LINDER AVE,0,0,0
VCNA PRAIRIE ILLINOIS BUILDING MATERIALS LLC YARD 1007,3316 N KEDZIE,0,0,0
VCNA PRAIRIE ILLINOIS INC YARD 1005,9050 SOUTH GREEN STREET,12,0,0
VCNA PRAIRIE ILLINOIS INC YARD 1033,3300 SOUTH CALIFORNIA AVENUE,12,0,0
VCNA PRAIRIE INC,10000 W O'HARE,0,0,0
VCNA PRAIRIE INC - YARD 1147,2502 S LAFLIN ST,0,0,0
VCNA PRAIRIE INC-YARD 1032,865 N PEORIA,0,0,0
VEG ROCKETSHIP PLLC,1114 S CLINTON ST,0,0,0
VEG ROCKETSHIP PLLC,755 W NORTH AVE,0,0,0
VENCOR HOSPITAL LAKE SHORE,6130 N SHERIDAN RD,0,0,0
VENUS PROCESSING & STORAGE,3269 N CALIFORNIA AVE,0,0,0
VERIZON BUSINESS,600 S FEDERAL ST,0,0,0
VERIZON BUSINESS,800 S. WELLS,0,0,0
VERIZON BUSINESS,130 E RANDOLPH ST,0,0,0
VERIZON BUSINESS GNI,600 W CHICAGO AVE,0,0,0
"VESTIS SERVICES, LLC",4200 S HALSTED ST,0,0,0
VETERANS ADMINISTRATION,820 S DAMEN AVE,0,0,0
VFC ENGINEERING,4659 N RAVENSWOOD,0,0,0
VICTOR HERBERT SCHOOL,2131 W MONROE ST,0,0,0
VIENNA BEEF,1000 W PERSHING RD,1,1,0
VINCE KANE AUTO SERVICE,6906 S PULASKI RD,0,0,0
VIRATEC/TRU VUE,1315 N. NORTHBRANCH ST.,0,0,0
VIRGIL GRISSOM SCHOOL,12810 S ESCANABA,0,0,0
"VISITORS, THE",311 E 21ST ST,0,0,0
VITA FOOD PRODUCTS INC,2222 W LAKE ST,0,0,0
