NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
RAPID MOUNTING & FINISHING,4300 W 47TH ST,0,0,0
RASMUSSEN PRESS INC,329 W 18TH ST STE 508,0,0,0
RASTER SCHOOL-CHGO BD ED,7316 SOUTH HOYNE AVENUE,0,0,0
RAVEN LEASING,6030 N NORTHWEST HWY,0,0,0
RAVENSWOOD BIOFUELS PILOT PLANT,2645 W FULTON,0,0,0
RAVENSWOOD DISPOSAL INC,221 N WASHTENAW,0,0,0
RAVENSWOOD SCHOOL,4332 N PAULINE,0,0,0
RAVENWOOD CITGO,1745 W FOSTER AVE,0,0,0
RAY CHA HILLIARD APARTMENTS,30 W CERMAK,0,0,0
RAY ELEM SCHOOL,5631 S KIMBARK AV,0,0,0
RAYS AUTO SERVICE,10601 S AVE O,0,0,0
RB CLEANERS,4857 N MILWAUKEE,0,0,0
RC INDUSTRIES,1420 N LAMON,0,0,0
REAVES & SONS DRY CLEANERS,8234 S COTTAGE GROVE,0,0,0
REAVES AND SON CLEANERS,8234 S COTTAGE GROVE,0,0,0
RECYCLING SERVICES INC,3301 W 48TH PLACE,0,0,0
RECYCLING SOLUTIONS INC,1850 ESTES AVE,0,0,0
RED AUTO BODY,4600 N ELSTON,0,0,0
RED GIANT OIL CO LLC,13535 S TORRANCE AVE,0,0,0
RED ROBIN RESTAURANT,MADISON & WELLS ST,0,0,0
REDEVELOPMENT SERVICES CORP,505 E 44TH ST,0,0,0
REDEVELOPMENT SERVICES CORP,501 E 44TH ST,0,0,0
REFINISHING BY DANLIN,5919 N RAVENWOOD,0,0,0
REGATTA LLC,321 E WACKER DR,0,0,0
REGENCY TECHNOLOGY,11610 S BURLEY AVE,0,1,0
REGENT PRINTING CO,363 W ERIE ST,0,0,0
REGENTS PARK,5020 S LAKE SHORE DR,0,0,0
REHABILITATION INSTITUTE OF CHICAGO,355 E ERIE ST,0,0,0
REHABILITATION OF THE 115 TH RIDB STATION & TWO PARKING  FACILITIES,1952 W 115TH STREET,0,0,0
REID MURDOCH BUILDING,325 NORTH LASALLE STREET,1,0,0
REILLY,3650 W SCHOOL,0,0,0
REINBURG SCHOOL-CHGO BD ED,3425 MAJOR AVENUE,0,0,0
RELIABLE ASPHALT CORP,3741 S PULASKI AVENUE,0,0,0
RELIABLE AUTO REPAIR,4169 N ELSTON AVE,0,0,0
RELIABLE GALVANIZING CO INC,8800 S GENOA ST,0,0,0
RELIABLE LAFLIN LLC,2424 S LAFLIN,0,0,1
RELIABLE MATERIALS CORP OF IL,4604 W GRAND AVE,0,0,0
RELIABLE PLATING CORP,1538 WEST LAKE STREET,0,0,0
RELOCATION TAXIWAYS A & B RTR-U RELOCATION ADVANCE UTILITIES,10510 W. ZEMKE ROAD,0,0,0
RENEWANCE,18 S MICHIGAN 12TH FLR,0,0,0
REPUBLIC PACKAGING CORP,9160 S GREEN ST,0,0,0
REPUBLIC SERVICES CHICAGO,2351 S LAFLIN ST,0,0,0
REPUBLIC WINDOWS & DOORS INC,930 W EVERGREEN AVE,0,0,0
RESCORP REALTY PARKWAY APTS,6718 S EAST END,0,0,0
RESERVE MARINE TERMINAL,11600 S BURLEY AVE,0,1,0
RESERVE MARINE TERMINALS,UNKNOWN,0,1,0
RESTAURANT,2528 N CALIFORNIA,0,0,0
RESTAURANTWARE LLC,2150 W 43RD ST UNIT B,0,0,0
REVERE SCHOOL,1010 E 62ND ST,0,0,0
REZ PACKAGING INC,3735 S RACINE AVE,0,0,0
RHEEM MFG.CO.,7600 SOUTH KEDZIE AVENUE,0,0,0
RHODES CLEANERS,514 E. 79TH ST.,0,0,0
RIBBON WEBBING CORP,4711 W DIVISION ST,0,0,0
RICHARD BODY SHOP,3041 W LAWRENCE,0,0,0
RICHARD CRANE TECH PREP,2245 W JACKSON BL,0,0,0
RICHARD HENRY LEE SCHOOL,6448 S TRIPP AVE,0,0,0
RICHARD J DALEY CENTER,50 W WASHINGTON-B,0,1,0
RICHARD J OGLESBY SCHOOL,7646 S GREEN ST,0,0,0
RICHARD WRIGHT ELEM SCHOOL,627 N HARDING AVE,0,0,0
RICHARD YATES ELEM SCH,1839 N RICHMOND ST,0,0,0
RICHARDS BODY SHOP ON GRAND,2666 W GRAND AVE,0,0,0
RICK NOLANS AUTO BODY INC,9540 S VINCENNES AE,0,0,0
RICKARD CIRCULAR FOLDING CO,325 N ASHLAND AVE,0,0,0
RICKS TIRE & AUTO REPAIR,5604 N KEDZIE AVE,0,0,0
RIDGECREST RESORT COMMUNITY-RIDGE CREST MOBILE HOME ; RV,222 S RIVERSIDE PLAZA,11,0,0
RIDGEWAY MARATHON,3750 W 79TH ST,0,0,0
RIHA DESIGN GROUP INC,300 N OAKLEY BLVD,0,0,0
RIIS PARK,6100 W FULLERTON AVE,0,0,0
RITE CHOICE MOTORS,5908 W GRAND AVE,0,0,0
RITZ CARLTON HOTEL,160 E PEARSON,0,0,0
RIVER CITY MARINA,800 S WELLS ST,4,0,0
RIVER EAST PLAZA FKA NORTH PIER TERMINAL,401 EAST ILLINOIS,3,0,0
RIVER PARK,5100 N FRANCISCO AVE,0,0,0
RIVERLINE PARCEL G,1010 S WELLS STREET,0,0,0
RIVERVIEW MATERIALS INC,2401 S LAFLIN ST,0,0,0
RIVIAN AUTOMOTIVE,2033 W WALNUT,0,1,0
RM LUCAS CO,3211 S WOOD ST,0,0,0
ROACHBANE,1130 SOUTH CANAL STREET #1436,NA,0,1
ROAD LINK,4201 W 36TH ST UNIT 1,0,0,0
ROAD RANGER 187 - PILOT 378-20,3401 S CALIFORNIA AVE,0,0,0
ROBBINS SERVICE STATION INC,3238 W OGDEN AVE,0,0,0
ROBERT ABBOTT SCHOOL,3630 S WELLS ST,0,0,0
ROBERT CLEMENTE COMM ACAD HS,1147 NORTH WESTERN AVENUE,0,0,0
ROBERT FULTON SCHOOL,5300 S HERMITAGE AVE,0,0,0
ROBERT H LAWRENCE SCHOOL,9928 S CRANDON,0,0,0
ROBERT L GRIMES SCHOOL,5450 W 64TH PL,0,0,0
ROBERT LINDBLOM TECHNICAL HS,6130 S WOLCOTT,0,0,0
ROBINSON BUS SERVICE INC,4617 W DIVISION,0,0,0
ROBINSON BUS SVC INC,7333 S STATE ST,0,0,0
ROBINSON SCHOOL-CHGO BD ED,4225 S LAKE PARK AVE,0,0,0
ROCK N ROLL BP,631 N LASALLE,NA,1,0
ROCK-TENN CO,4200 S. PULASKI RD.,0,0,0
ROGER BERMAN REAL ESTATE,832 W FULTON MARKET ST,0,0,0
ROGERS PARK FRUIT MARKET,7401 N CLARK STREET,NA,1,1
ROGERS PARK SHELL,7138 N SHERIDAN RD,0,0,0
ROGERS PK WAREHOUSE,7615 N PAULINA,0,0,0
ROHM AND HAAS CHEMICALS LLC,1645 S. KILBOURN AVE.,0,0,0
ROJAS AUTO REBUILDERS,3347 W CHICAGO AVE,0,0,0
ROKAITIS INDUSTRIES INC,4546 S ARCHER AVE,0,0,0
ROL INDUSTRIES,6600 W DIVERSEY AVE,0,0,0
ROLLING GREEN ESTATES MHP-TP01 - WELL #1 SODIUM HYPO TREATMENT,954 W WASHINGTON BLVD,0,0,0
ROME METAL MANUFACTURING,4612 W OHIO ST,0,0,0
RONALD E MCNAIR ACADEMIC CTR,849 N LEAMINGTON AVE,0,0,0
RONS TEMPORARY SERVICE,4700 W DIVERSEY,0,0,0
ROOSEVELT CLEANERS,3954 N NARRAGANSETT AVE,0,0,0
ROOSEVELT THEODORE HIGH SCHOOL,3436 W WILSON AVE,0,0,0
ROOSEVELT UNIVERSITY,425 S WABASH AVE,0,0,0
ROOSEVELT UNIVERSITY,430 S MICHIGAN AVE,0,0,0
ROOT BROS AUTO REPAIR,912 W 35TH ST,0,0,0
ROSCOE & WESTERN,3355 N WESTERN AVE,0,0,0
ROSE PEST CONTROL @ OHARE INTL AIRPORT,IRVING PARK RD & TAFT AVE,0,0,0
ROSECO AUTO REBUILDERS,7410 S STONEY ISLAND,0,0,0
ROSECO AUTO REBUILDERS INC,7410 STONY ISLAND,0,0,0
ROSEDALE PARK,6312 W ROSEDALE AVE,0,0,0
ROSELAND AMOCO,2 W 111TH ST,0,0,0
ROSELAND AUTO SALES INC,271 E 110TH ST,0,0,0
ROSELAND PUMPING STATION,351 WEST 104TH STREET,0,0,0
ROSEMONT FOREIGN & DOMESTIC AUTO REPAIR INC,1125 W ROSEMONT,0,0,0
ROSSI CONTRACTORS INC,O HARE AIRPORT,0,0,0
ROTATION DYNAMICS CORP,2512 WEST 24TH STREET,0,0,0
ROYAL AUTO BODY,5675 N ELSTON,0,0,0
ROYAL AUTO BODY SHOP,5105 N KEDZIE,0,0,0
ROYAL AUTO CHICAGO INC,3441-3443 N PULASKI RD,0,0,0
ROYAL AUTO REPAIRS BODY SHOP INC,6247-6249 N BROADWAY,0,0,0
ROYAL AUTOMOTIVE LLC,5675 N ELSTON AVE,0,0,0
ROYAL CLEANERS,8220 S KEDZIE,0,0,0
ROYAL ENVELOPE CORP,4114 S PEORIA ST,0,0,0
ROYAL GAS MART,3057 N. KEDZIE,0,0,0
RR STREET & CO INC,4600 SOUTH TRIPP AVENUE,0,0,0
RR STREET & CO INC,2353 S BLUE ISLAND AVE,0,1,0
RREEF FUNDS,303 W MADISON AVE STE 675,0,0,0
RSR PARTNERS LLC,11600 S BURLEY AVE,0,0,0
RUBY DRIVE IN CLEANERS,2801 W MONTROSE AVE,0,0,0
RUDYARD KIPLING SCHOOL,9351 S LOWE AVE,0,0,0
RUFUS M HITCH SCHOOL-CHGO BD ED,5625 N MCVICKER,0,0,0
RUGGLES MARTHA ELEMENTARY,7831 S PRARIE AVE,0,0,0
RUNGES AUTO & TIRE,7478 N ROGERS,0,0,0
RUNGES TIRE LTD,7451 N CLARK,0,0,0
RUNWAY 9C GLIDESLOPE FORMING AREA REGRADING,10510 W. ZEMKE RD,0,0,0
RUSH MEDICAL CTR TECH 2000,2242 W HARRISON STE 240,0,0,0
RUSH UNIVERSITY MEDICAL CENTER,1520 W HARRISON ST,0,0,0
RUSH UNIVERSITY MEDICAL CTR,1653 WEST CONGRESS PARKWAY,0,0,1
RUSSELL SQUARE PARK,3045 E 83RD,0,0,0
RUSSO ACE HARDWARE & POWER EQUIPMENT,6510 W DAKIN,0,0,0
RUTHERFORD SAYRE PARK,6871 W BELDEN AVE,0,0,0
RVN LOGISTICS INC,5536 W HIGGINS AVE APT 1E,0,0,0
RYCOLINE PRODUCTS INC,5540 NORTHWEST HIGHWAY,0,1,0
RYDER CHICAGO TRIBUNE,700 W ERIE,0,0,0
RYDER TRANSPORTATION SERV 0323,1050 W PERSHING,0,0,0
RYDER TRUCK,1801 W 31ST PL-B,0,0,0
RYDER TRUCK,1050 W PERSHING,0,0,0
RYERSON COIL PICKLING,720 E 111TH ST,0,0,0
RYERSON ELEMENTARY SCHOOL,646 N LAWNDALE AVE,0,0,0
S & B FINISHING CO INC,3005 W. FRANKLIN BLVD.,0,0,0
S & C ELECTRIC CO,6601 N. RIDGE BLVD.,0,3,0
S STEIN & CO,1030 W NORTH AVE,0,0,0
S&D AMOCO INC,1355 W DIVERSEY PKWY,0,0,0
S&K CLEANERS,2056 W DEVON,0,0,0
S&S AUTO BODY SHOP,2453 N CICERO AVE,0,0,0
S&S AUTOBODY LLP,5840 S WESTERN,0,0,0
S&S NEW MAGIC TOUCH A-BODY,5124 W LAKE ST,0,0,0
S&S TRUCK PARTS,2520 S STATE ST,0,0,0
SABIN SCHOOL-CHGO BD ED,2216 W HIRSCH ST,0,0,0
SACRED HEART HOSPITAL,3240 WEST FRANKLIN BOULEVARD,0,0,0
SACRED HEART SCHOOLS,6250 N SHERIDAN RD,0,0,0
"SAFELITE FULFILLMENT LLC D/BA SAFELITE AUTOGLASS - CHICAGO, IL",1945 W HUBBARD ST,0,0,0
SAFETY SOCKET LLC,6501 N AVONDALE AVE,0,0,0
SAINT ANTHONY HOSPITAL,2875 W 19TH ST,0,0,0
SAINT JOSEPH CHURCH,4800 S PAULINA,0,0,0
SAINT LUKE RENAISSANCE SLF (GREENVIEW PLACE),1501 W MELROSE STREET,0,0,0
SALAZAR EDUCATIONAL CENTER,160 W WENDELL ST,0,0,0
SALEM BAPTIST CHURCH,752 E 114TH ST,0,0,0
SALISBURY ELECTRICAL SAFETY LLC,401 N. MORGAN ST.,0,0,0
SALMART AUTOBODY INC,2727 MARY ST,0,0,0
SAM RO MOTOR INC,3718 N SOUTHPORT AVE,0,0,0
SAMS CLEANERS,5234 N NAGLE,0,0,0
SANCHEM,1600 S. CANAL ST,0,0,0
SANDHU ENTERPRISES INC,11957 S HALSTED ST,0,0,0
SANDHU PETROLEUM CORP,225 N WESTERN AVE,0,0,0
SANTHOM INC CITGO,1001 N CICERO,0,0,0
SASAFRASNET BEEP BEEP LLC,3955 N WESTERN & IRVING,0,0,0
SASAFRASNET BEEP-BEEP LLC,1158 E 47TH ST,0,0,0
SATURN OF CHICAGO,5515 W IRVING PARK RD,0,0,0
SAUCEDO MARIA SCHOOL,2850 W 24TH BLVD,0,0,0
SAUGANASH ELEMENTARY,6040 N KILPATRICK AVE,0,0,0
SAUGANASH PARK,5861 N KOSTNER AVE,0,0,0
SAVAGE SERVICES CORP,12200 CARONDOLET,0,0,0
SAVAGE SERVICES CORP,12260 S CARONDOLET AVE,0,1,0
SAVERS 8001BA,4441 W DIVERSEY AVE,0,0,0
SAVERS 8002BA,4445 N SHERIDAN,0,0,0
SAVERS 8004BA,5040 S KEDZIE,0,0,0
SAVERS 8009BA,7530 N WESTERN,0,0,0
SAVERS 8010BA,6560 W FULLERTON AVE,0,0,0
SAVERS 8011BA,9341 S ASHLAND,0,0,0
SAVERS 8012BA,3542 S ARCHER,0,0,0
SAVGANASH VILLAGE CLEANERS,4153 W PETERSON AVE,0,0,0
SBC Q11140,1512 W CARMEN,0,0,0
SBC Q11320,3532 N SHEFFIELD,0,0,0
SBC Q13560,1620 W 99TH ST,0,0,0
SCAMMON SCHOOL,4201 W HENDERSON,0,0,0
SCENTEX INC,4545 AUGUSTA BLVD,0,0,0
SCHILLER WOODS EAST,WEST IRVING PARK RD W OF CUMBERLAND AVE,0,0,0
SCHOOL OF THE ART INSTITUTE OF CHICAGO,7 W MADISON AVE,0,0,0
SCHOOL OF THE ART INSTITUTE OF CHICAGO,112 S MICHIGAN AVE,0,0,0
SCHOOL OF THE ART INSTITUTE OF CHICAGO,162 N STATE ST,0,0,0
SCHOOL OF THE ART INSTITUTE OF CHICAGO,280 S COLUMBUS,0,1,0
SCHOOL OF THE ART INSTITUTE OF CHICAGO,37 S WABASH AVE,0,0,0
SCHOPH PROPERTIES,173 N MORGAN ST,0,0,0
SCHUBERT ELEMENTARY SCHOOL-CHGO BD ED,2727 N LONG AVE,0,0,0
SCHULTZ BARREL & DRUM,4800 S MORGAN ST,0,0,0
SCHULZE & BURCH BISCUIT CO,1133 W 35TH ST,0,1,0
SCHURZ HIGH SCHOOL,3601 N MILWAUKEE AVE,0,0,0
SCHWAB REHABILITATION HOSPITAL,"1444 S. FAIRFIELD,",NA,0,1
SCI DESIGN,4914 S PAULINA ST,0,0,0
SCIENTIFIC CONTROL LABORATORIES,3158 S KOLIN AVE,0,1,0
SCITEX DIGITAL PRINTING,2301 S LAKE SHORE DR,0,0,0
SCOTT JOPLIN SCHOOL,7931 S HONORE ST,0,0,0
SCOUT COLD STORAGE CHICAGO LLC,4220 KILDARE AVE,0,0,0
"SCRAP PROCESSING, INC.",96TH & BALTIMORE,12,0,0
SCREEN USA,2301 S LAKE SHORE DR,0,0,0
SCREW MACHINE ENG CO,6425 N AVONDALE AVE,0,0,0
SEARS 1090,1601 N HARLEM AVE,0,0,0
SEARS 2936,1802 W LAWRENCE AVE,0,0,0
SEARS AUTO CENTER,1824 W LAWRENCE AVE,0,0,0
SEARS ROEBUCK & CO,4730 W IRVING PK RD,0,0,0
SEB INVESTMENT GMBH,550 W ADAMS ST,0,0,0
SECURCAR INC,3638 N CICERO AVE,0,0,0
SELECT CANFIELD INC,100 E 89TH PL,0,0,0
SENIOR STE CHGO CENTRAL STA LIMITED PTNR,1406 THRU 1412 S INDIANA,0,0,0
SERVICE KING PAINT & BODY LLC,821 W 116TH ST,0,0,0
SERVICE PRODUCTS INC,5900 W 51ST ST,0,0,0
SERVICE STATION,6700 S ASHLAND AVE,0,0,0
SERVICE WEB OFFSET CORP,2500 S DEARBORN ST,0,0,0
SERVILAND AUTO REPAIR INC,2500 S PULASKI RD,0,0,0
SERVISAIR,O HARE AIRPORT NE RAMP FUEL TANK FARM,0,0,0
SETHNESS GREENLEAF INC,1826 N LOREL AVE,0,0,0
"SF CH1, LLC",840 S CANAL ST,0,0,0
SGT RW ROBINSON USARC,7400 S PULASKI RD,0,0,0
SH BELL CO,10218 S AVE O,0,0,0
SHADY OAKS MHP-TP 01-LIQ CHLORINE FOR ALL WELLS,6547 N. AVONDALE AVE.,2,1,0
SHAKESPEARE MACHINE STAMPING M,2137 N CALIFORNIA AVE,0,0,0
SHAKESPEARE WM SCHOOL,1119 E 46TH ST,0,0,0
SHANTARA CORPORATION BP,50 W CONGRESS PKWY,0,0,0
SHEDD BRANCH,200 E 99TH ST,0,0,0
SHEDD PARK,3660 W 23RD ST,0,0,0
SHELL,1768 W ARMITAGE & WOOD,0,0,0
SHELL,3181 N MILWAUKEE,0,0,0
SHELL,5155 N KIMBALL & FOSTER,0,0,0
SHELL,4401 N CICERO & MONTROSE,0,0,0
SHELL,801 W GARFIELD & HALSTED,0,0,0
SHELL,6659 S WENTWORTH,0,0,0
SHELL,6658 S WESTERN,0,0,0
SHELL,1741 S ROBLE,0,0,0
SHELL,4002 W CHICAGO AVE,0,0,0
SHELL,505 N ASHLAND,0,0,0
SHELL,2816 W IRVING PARK RD,0,0,0
SHELL,9955 S WESTERN AVE,0,0,0
SHELL,2403 BLUE ISLAND & DAMEN,0,0,0
SHELL,7740 N SHERIDAN,0,0,0
SHELL,8702 S STONY ISLAND AVE,0,0,0
SHELL,4658 S CALIFORNIA,0,0,0
SHELL,9802 S HALSTED,0,0,0
SHELL,2600 N HALSTED & WRIGHTWOOD,0,0,0
SHELL,5545 W DIVERSEY,0,0,0
SHELL,2758 N CICERO,0,0,0
SHELL,5201 W ADDISON ST,0,0,0
SHELL,8259 S STATE ST,0,0,0
SHELL - RAZOWSKY INC,350 CHICAGO & ORLEANS,0,0,0
SHELL 1969,5458 S WELLS ST,0,0,0
SHELL BFR 3501,3501 S DAMEN,0,0,0
SHELL BFR 4647,4647-4657 S PULASKI RD,0,0,0
SHELL OIL CO,6000 N WESTERN & PETERSON,0,0,0
SHELL OIL CO,8659 S STATE ST,0,0,0
SHELL OIL CO,7201 W HIGGINS RD,0,0,0
SHELL OIL CO,2401 W ROOSEVELT & WESTER,0,0,0
SHELL OIL CO,7453 S STATE ST,0,0,0
SHELL OIL PRODUCTS US,130 W NORTH,0,1,0
SHELL TRUE NORTH 2061,45 N WESTERN & WARREN,0,0,0
SHERATON HOTEL,301 E N WATER ST,0,0,0
SHERIDAN CLEANERS & TAILORS,6748 N SHERIDAN,0,0,0
SHERIDAN MAGNET SCHOOL,533 W 27TH ST,0,0,0
SHERMAN PARK,1301 W 52ND ST,0,0,0
SHERWIN WILLIAMS,4451 N ELSTON AVE,0,0,0
SHERWIN WILLIAMS,5230 S CICERO AVE,0,0,0
SHERWIN WILLIAMS #703940,414 N CARPENTER ST,0,0,0
SHERWIN WILLIAMS 3405,2902 W FULLERTON AVE,0,0,0
SHERWIN WILLIAMS 3701,4201 N MILWAUKEE AVE,0,0,0
SHERWIN WILLIAMS 3702,3311 N HALSTED ST,0,0,0
SHERWIN WILLIAMS CO,1150 W JACKSON BLVD,0,0,0
SHERWIN WILLIAMS CO,549 E 115TH ST,0,0,0
"SHERWIN WILLIAMS COMPANY, THE",11541 SOUTH CHAMPLAIN AVENUE,0,0,0
SHERWIN WILLIAMS STORE #703062,920 S JEFFERSON,0,0,0
SHERWIN-WILLIAMS CO,11700 SOUTH COTTAGE GROVE AVENUE,0,0,0
SHERWIN-WILLIAMS COMPANY,UNKNOWN,0,0,0
SHIN KAP YOC,5425 N KEDZIE,0,0,0
SHIN'S PRIDE CLEANERS,3450 S GILES AVE,0,0,0
SHIRLEY RYAN ABILITY LAB,355 E ERIE,12,1,0
SHIRLEY RYAN ABILITYLAB,345 E SUPERIOR,0,0,0
SHIRTS OUR BUSINESS LTD,4949 N WESTERN,0,0,0
SHOOP ACADEMY,11140 S BISHOP ST,0,0,0
SHOOP ACADEMY,1460 W 112TH ST,0,0,0
SHORELINE PARK CONDO ASSOC,4950 N MARINE DR,NA,0,0
SHRINERS HOSPITALS FOR CHILDREN,2211 N. OAK PARK AVENUE,0,0,0
SIEGAL STEEL,4747 S KEDZIE,0,0,0
SIGNATURE FLIGHT SUPPORT,10601 W HIGGINS RD,0,0,0
SIGNATURE FLIGHT SUPPORT,5821 S CENTRAL AVE,0,0,0
SIGNATURE FLIGHT SUPPORT CORP,5923 S CENTRAL,0,0,0
SIMEON VOCATIONAL HIGH SCHOOL,8235 S VINCENNES AVE,0,0,0
SIMON GUGGENHEIM SCHOOL,7141 S MORGAN ST,0,0,0
SIMONS PARK FIELD HOUSE,1640 N DRAKE,0,0,0
SIMPSON ALTERNATIVE,1321 S PAULINA ST,0,0,0
SIMS METALS AKA METAL MANAGEMENT INC,2425 S WOOD ST,0,0,0
SIPI METALS CORP,1020 W 119TH ST,0,0,0
SIPI METALS CORP,1720 N ELSTON AVE,0,1,0
SKA CHICAGO INC,3050 N PULASKI AVE,0,0,0
SKILD PLATING INC,1516 NORTH KILPATRICK AVENUE,8,1,0
SKOLNIK INDUSTRIES INC,4900 S KILBOURN AVE,12,1,3
SKW INDUSTRIES LLC,900 SOUTH CICERO AVENUE,0,0,0
SKYLINE DESIGN,1240 N HOMAN AVE,0,0,0
SKYLINE DOORS CORP,625 NORTH MICHIGAN AVE,NA,0,0
SKYWAY CEMENT CO LLC,3020 E.103RD  ST,0,1,0
SKYWAY CONCESSION COMPANY LLC,205 N MICHIGAN AVE  SUITE 2510,12,0,0
SL 231 LASALLE LLC,231 S LASALLE ST,0,0,0
SLIDERMATIC PRODUCTS,4520 W ADDISON,0,0,0
SMALL ASSEMBLIES INC,4928 W BLOOMINGDALE AVE,0,0,0
SMART CLEANERS,1440 W 103RD ST,0,0,0
SMITH BROTHERS CO,3501 W 48TH PL,0,0,0
SMITH W ELEM SCHOOL,744 E 103RD ST,0,0,0
SMYTH SCHOOL-CHGO BD ED,1059 W 13TH ST,0,0,0
SNAPPY CONVENIECE CENTER 3,5114 S PULASKI RD,0,0,0
SNAPPY CONVENIECE CENTER 4,1750 N WESTERN AVE,0,0,0
SNAPPY CONVENIENCE CENTER 1,3820 S ARCHER AVE,0,0,0
SNAPPY CONVENIENCE CENTER 2,3608 S KEDZIE AVE,0,0,0
SNAPPY CONVENIENCE CENTER 6,2800 W LAWRENCE AVE,0,0,0
SNAPPY CONVENIENCE CENTER 7,3960 W IRVING PARK RD,0,0,0
SNAPPY CONVIENANCE 5,2477 S ARCHER AVE,0,0,0
SNOW EQUIPMENT STAGING AREA RECONFIGURATION,10510 W. ZEMKE ROAD,0,0,0
SNS FOOD MART INC DBA MARATHON,6124 S ASHLAND AVE,0,0,0
SOA CAR WASH,5115 W 63RD,0,0,0
SOLORIO ACADEMY HIGH SCHOOL,5400 S ST LOUIS AVE,0,0,0
SOMMERS & FAHRENBACH,3301 W BELMONT,0,0,0
SONGHAI LEARNING INSTITUTE,11725 S PERRY AVE,0,0,0
SOO CLEANERS,7258 W. TOUHY AVE.,0,0,0
SOODIK PRINTING CO,123 N SANGAMON,0,0,0
SOUDAN METALS COMPANY INC.,319 WEST 40TH PL.,0,0,0
SOUDAN METALS COMPANY INC.,350 W ROOT ST,0,0,0
SOUTH CHICAGO CLEANERS,8554 COMMERICAL AVE,0,0,0
SOUTH CHICAGO DODGE,7340 S WESTERN,0,0,0
SOUTH CHICAGO ONE INC-CLARK GAS,7283 S CHICAGO AVE,0,0,0
SOUTH CHICAGO PACKING LLC,945 W 38TH ST,0,0,0
SOUTH CHICAGO PROPERTY DEVELOPMENT,3245 EAST 103RD STREET,0,0,0
SOUTH CHICAGO PROPERTY MGMT LTD,11600 S BURLEY AVE,0,1,0
SOUTH CHICAGO PROPERTY MGT CO LLC,11610 S AVE O-SITE B,0,0,0
SOUTH CONVEYANCE STORM SEWER,10510 W. ZEMKE ROAD,0,0,0
SOUTH END CARTAGE,4222 S KNOX,0,0,0
SOUTH LOOP AUTO SERV INC,1250 W 59TH ST,0,0,0
SOUTH LOOP AUTO SERVICE INC,60 E 23RD,0,0,0
SOUTH LOOP CLEANERS,1248 S CANAL,0,0,0
SOUTH LOOP SCHOOL,1212 S PLYMOUTH COURT,0,0,0
SOUTH LOOP SERVICE INC,60 E 23RD ST,0,0,0
SOUTH SHOPS/77TH ST BUS GARAGE,7801 S VINCENNES AVE,0,0,0
SOUTH SHORE,11610 S BURLEY AVE,0,1,0
SOUTH SHORE,2054 E 79TH ST,0,0,0
SOUTH SHORE COMMUNITY ACADEMY,8529 S CONSTANCE AVE,0,0,0
SOUTH SHORE CULTURAL CENTER,7059 S SHORE DR,0,0,0
SOUTH SHORE IMPORTS,6804 S SOUTH CHICAGO AVE,0,0,0
SOUTH SIDE AUTO COLLISION INC,5800 S ASHLAND AVE,0,0,0
SOUTH SIDE IRON WORKS,7843 S CLAREMONT,0,0,0
SOUTH STATION FORMER MGP SITE,NW CORNER OF LOOMIS STREET AND ELEANOR STREET,0,0,0
SOUTH WATER FILTRATION PLANT,3300 E. CHELTENHAM,12,0,3
SOUTH WATER MARKET,173 S WATER ST,0,0,0
SOUTH WESTERN CITGO,2107 S WESTERN AVE,0,0,0
SOUTHBRIDGE 1C SITE 1,2311 S STATE ST,0,0,0
SOUTHEAST CHICAGO ENERGY PROJECT,3141 EAST 96TH STREET,0,0,1
SOUTHPORT & DIVERSY SVC INC,3030 N CLARK,0,0,0
SOUTHSIDE FUEL CTR,970 W PERSHING RD,0,0,0
SOUTHWEST AIRLINES CO,5345 W 55TH ST,0,0,0
SOUTHWEST AIRLINES- MIDWAY AIRPORT,5035 W 55TH ST-B,0,0,0
SOUTHWEST AREA HIGH SCHOOL,7651 S HOMAN,0,0,0
SPARKLEEN CLEANERS,6417 W ARCHER,0,0,0
SPARTA CLEANERS,4454 W BELMONT,0,0,0
SPB ST MARY INC DBA BELMONT BP,3968 W BELMONT & PULASKI,0,0,0
SPECIALTY SAUSAGE CO LLC,4550 W JACKSON BLVD,0,0,0
SPECIFIED PLATING CO,320 N HARDING AVE,0,0,0
SPECTRUM-ROOSEVELT LP,5000 W. ROOSEVELT ROAD,0,0,0
SPEED SERVICE,5314 N ELSTON,0,0,0
SPEEDWAY,3354 N DAMEN AVE,0,0,0
SPEEDWAY #8320,3554 W NORTH AVE,0,1,0
SPEEDWAY 8309,2303 S WESTERN AVE,0,0,0
SPEEDWAY-4OIL ENTERTRISE LTD,5901 S WESTERN AVE,0,0,0
SPEEDWAY-WESTERN OIL ENTERPRISES LTD,10134 S WESTERN AVE,0,0,0
SPENCER MATH & SCIENCE,214 N LAVERGNE AVE,0,0,0
SPIRIT AIRLINES,OHARE AIRPORT TERMINAL 5,0,0,0
SPOTVIEW CORP,1009 W 14TH PLACE,0,0,0
SPRAY O BOND CO,355 N CANAL,0,0,0
SPRAYLAT CORP IL,1701 E. 122ND ST.,0,0,0
SPRING CREEK UTILITIES CO.,500 W MONROE STE 3600,0,0,0
SPRINGFIELD PUMPING STATION,1747 N. SPRINGFIELD AVENUE,0,0,0
SPRINT COMMUNICATIONS COMPANY LP,4200 W 40TH ST,0,0,0
